Timestamp,Temperature_C,Humidity_%,Rainfall_mm,Soil_pH,Soil_Moisture_%,Nitrogen_mgkg,Phosphorus_mgkg,Potassium_mgkg,Growth_Rate_%,Yield_kg_per_hectare
2025-04-09 06:00:00,31.6,61.3,71.8,6.85,51.5,59.7,69.1,54.8,49.6,356.6
2025-04-10 06:00:00,27.1,63.2,27.1,6.19,72.4,146.9,28.0,128.8,66.8,583.8
2025-04-11 06:00:00,21.7,62.9,61.6,6.03,55.8,133.4,55.0,160.5,63.2,596.6
2025-04-12 06:00:00,24.8,61.6,50.5,6.45,77.4,143.7,48.3,151.2,69.4,602.0
2025-04-13 06:00:00,21.9,79.6,16.6,7.42,39.0,65.3,62.4,171.1,37.1,455.2
2025-04-14 06:00:00,27.3,81.9,85.7,7.44,37.4,104.6,22.9,94.7,48.6,396.8
2025-04-15 06:00:00,28.9,56.8,65.0,6.08,71.9,149.0,58.2,86.5,68.2,574.3
2025-04-16 06:00:00,31.7,64.2,101.7,6.85,53.9,149.6,42.9,171.3,73.4,640.0
2025-04-17 06:00:00,30.6,75.2,43.4,6.29,38.8,105.1,95.9,131.6,44.4,518.2
2025-04-18 06:00:00,32.4,40.6,4.1,6.5,35.5,143.9,93.3,122.4,49.6,602.1
2025-04-19 06:00:00,28.5,43.1,47.4,6.17,54.7,121.9,58.5,60.4,58.3,475.9
2025-04-20 06:00:00,21.2,75.4,18.4,6.25,31.2,129.8,55.7,73.5,42.5,469.8
2025-04-21 06:00:00,33.4,78.8,93.1,7.23,43.5,88.9,89.5,37.5,55.9,390.5
2025-04-22 06:00:00,24.6,42.4,54.3,7.39,74.2,63.1,43.9,121.4,45.6,398.6
2025-04-23 06:00:00,33.0,49.1,64.1,6.66,77.1,131.9,62.1,30.2,72.7,485.9
2025-04-24 06:00:00,24.1,78.8,57.5,6.1,49.9,65.5,29.3,128.2,41.9,374.9
2025-04-25 06:00:00,20.9,65.8,44.0,6.53,61.2,142.9,22.2,57.3,60.8,474.8
2025-04-26 06:00:00,32.2,43.3,106.6,6.79,68.4,114.6,80.8,139.9,65.5,592.3
2025-04-27 06:00:00,22.6,75.3,44.5,6.7,72.4,103.6,79.7,36.8,60.1,444.4
2025-04-28 06:00:00,20.3,67.9,91.8,7.19,49.9,66.5,71.8,39.5,46.3,343.8
2025-04-29 06:00:00,31.0,66.6,75.1,6.23,78.2,119.8,41.0,68.6,68.2,455.1
2025-04-30 06:00:00,29.9,53.1,51.1,6.44,34.1,85.3,76.3,76.5,40.3,425.8
2025-05-01 06:00:00,25.1,79.2,45.1,6.79,60.2,114.1,98.0,96.0,55.6,530.5
2025-05-02 06:00:00,32.8,67.3,46.5,6.08,32.1,72.9,34.4,153.4,41.6,431.0
2025-05-03 06:00:00,29.3,64.9,72.9,6.38,49.0,117.3,33.3,108.2,58.9,476.4
2025-05-04 06:00:00,19.5,58.6,99.5,6.32,64.3,55.8,49.1,152.8,48.5,397.4
2025-05-05 06:00:00,27.9,51.1,110.4,6.23,47.2,57.2,97.9,38.1,47.5,351.6
2025-05-06 06:00:00,30.9,73.6,35.5,6.87,49.2,125.5,82.9,134.3,59.2,577.1
2025-05-07 06:00:00,27.9,76.2,110.2,6.66,63.7,98.6,21.0,38.5,65.4,376.9
2025-05-08 06:00:00,29.1,56.2,31.7,6.57,48.9,89.3,65.3,106.5,52.2,463.6
2025-05-09 06:00:00,33.9,78.3,24.3,6.38,72.9,103.6,87.6,112.1,61.2,534.8
2025-05-10 06:00:00,26.1,74.8,13.6,7.02,36.3,88.2,50.3,40.5,42.3,344.6
2025-05-11 06:00:00,28.0,72.8,72.7,7.09,60.5,142.5,82.2,70.7,60.1,559.6
2025-05-12 06:00:00,20.1,57.0,30.8,6.11,57.0,63.1,66.2,115.8,37.0,407.1
2025-05-13 06:00:00,25.9,78.5,2.0,6.18,60.4,76.6,74.6,124.1,45.7,456.2
2025-05-14 06:00:00,33.4,52.0,57.6,6.65,73.2,117.5,30.2,128.7,67.6,516.9
2025-05-15 06:00:00,33.2,71.9,81.1,6.38,30.7,142.4,88.6,97.1,56.8,577.3
2025-05-16 06:00:00,24.9,84.0,15.4,6.45,45.6,137.4,81.7,137.0,48.6,588.3
2025-05-17 06:00:00,34.9,42.3,39.5,6.6,68.2,139.1,21.8,135.8,64.5,569.5
2025-05-18 06:00:00,31.2,40.8,114.2,7.36,57.2,134.4,43.0,77.0,70.5,509.9
2025-05-19 06:00:00,31.7,60.7,63.7,6.86,41.6,60.2,37.8,76.7,40.2,324.6
2025-05-20 06:00:00,30.9,71.9,72.8,7.01,45.4,83.0,88.8,98.5,49.5,468.9
2025-05-21 06:00:00,25.8,83.2,21.2,7.47,38.7,149.3,37.7,101.9,57.3,524.8
2025-05-22 06:00:00,33.8,60.5,106.8,7.38,46.1,132.4,37.3,41.4,65.8,448.0
2025-05-23 06:00:00,28.1,59.9,100.5,6.95,55.5,128.1,88.6,102.4,64.3,580.5
2025-05-24 06:00:00,24.4,50.1,84.4,6.13,39.8,130.5,46.5,131.7,59.6,561.9
2025-05-25 06:00:00,30.5,79.7,111.2,6.1,32.6,123.9,57.6,100.4,53.7,501.7
2025-05-26 06:00:00,25.4,55.1,87.1,6.58,51.3,142.8,23.8,164.0,66.3,578.2
2025-05-27 06:00:00,22.0,76.6,115.6,7.03,50.9,135.5,31.7,119.6,65.5,519.1
2025-05-28 06:00:00,32.6,51.2,90.8,7.44,50.3,147.7,39.5,45.2,68.4,489.2
2025-05-29 06:00:00,19.3,49.2,2.4,7.02,44.6,143.2,28.6,162.2,50.8,559.3
2025-05-30 06:00:00,31.2,82.5,27.5,7.19,77.0,122.9,54.9,47.3,65.2,471.3
2025-05-31 06:00:00,31.9,82.7,11.4,7.18,41.3,89.5,46.6,93.0,45.2,391.9
2025-06-01 06:00:00,27.6,82.5,60.4,7.31,50.5,56.4,28.5,150.5,42.8,365.6
2025-06-02 06:00:00,25.0,48.6,64.6,6.87,34.1,142.0,94.5,51.9,58.7,550.6
2025-06-03 06:00:00,34.8,41.5,81.6,6.14,50.3,101.4,69.8,153.5,54.9,556.8
2025-06-04 06:00:00,20.0,81.0,66.4,6.96,68.3,52.4,80.1,56.2,49.1,348.8
2025-06-05 06:00:00,27.7,42.9,70.6,6.39,43.6,127.5,79.0,149.6,60.7,586.6
2025-06-06 06:00:00,32.8,59.2,89.3,6.32,74.9,64.6,75.1,167.2,53.8,475.0
2025-06-07 06:00:00,28.5,72.4,62.7,6.78,37.9,100.5,39.2,121.7,47.2,449.4
2025-06-08 06:00:00,27.8,60.7,55.3,6.71,53.7,92.3,35.5,121.3,52.3,448.5
2025-06-09 06:00:00,24.7,59.2,9.3,6.0,30.4,63.6,87.3,76.1,36.8,357.2
2025-06-10 06:00:00,20.4,70.8,53.6,6.53,60.9,139.2,94.9,133.1,58.9,621.5
2025-06-11 06:00:00,20.7,63.3,12.1,6.06,35.1,53.0,90.0,38.1,27.4,278.6
2025-06-12 06:00:00,32.5,72.9,54.3,6.92,79.1,106.2,96.3,133.0,60.0,567.4
2025-06-13 06:00:00,21.9,67.4,57.6,7.06,66.0,118.1,76.9,33.1,60.1,436.4
2025-06-14 06:00:00,20.0,71.9,72.2,6.7,34.3,62.9,56.4,63.5,40.7,326.8
2025-06-15 06:00:00,28.9,45.0,86.8,7.48,60.4,71.0,51.2,148.6,52.2,444.2
2025-06-16 06:00:00,26.3,45.5,60.8,6.55,70.7,131.0,64.7,147.6,61.6,577.9
2025-06-17 06:00:00,33.1,67.4,59.7,6.88,64.2,121.6,40.1,125.4,61.7,511.1
2025-06-18 06:00:00,30.7,62.8,21.2,7.21,75.1,109.7,45.2,153.5,54.8,508.6
2025-06-19 06:00:00,18.2,75.0,37.1,6.8,34.5,92.8,75.4,69.3,43.4,422.1
2025-06-20 06:00:00,21.4,70.0,90.3,6.45,73.6,111.9,50.2,166.8,57.7,553.0
2025-06-21 06:00:00,26.3,51.4,36.3,6.01,68.9,92.2,56.2,157.2,57.2,498.0
2025-06-22 06:00:00,34.3,44.7,78.7,6.72,45.0,106.8,95.7,123.1,56.8,557.2
2025-06-23 06:00:00,31.6,40.2,14.8,7.27,35.5,84.5,55.9,172.1,42.2,470.4
2025-06-24 06:00:00,26.5,61.7,58.0,6.13,62.5,60.3,57.5,38.6,48.1,319.1
2025-06-25 06:00:00,23.2,64.3,69.0,7.02,47.4,56.9,75.8,35.5,39.5,316.5
2025-06-26 06:00:00,26.8,69.8,36.6,6.54,72.0,143.3,45.6,125.5,64.9,569.6
2025-06-27 06:00:00,32.5,76.1,26.5,6.09,56.6,102.1,91.0,95.0,48.4,472.7
2025-06-28 06:00:00,27.3,69.1,48.3,6.93,77.5,109.8,72.0,116.4,65.0,550.2
2025-06-29 06:00:00,34.6,83.5,27.1,6.26,77.9,84.9,35.7,77.3,55.6,398.5
2025-06-30 06:00:00,27.3,40.1,45.8,6.97,34.4,90.0,89.5,34.6,41.1,389.1
2025-07-01 06:00:00,18.3,44.5,2.8,7.1,78.5,115.5,79.3,51.3,55.4,449.4
2025-07-02 06:00:00,24.9,41.6,19.8,6.28,61.7,135.8,83.5,48.2,52.9,505.7
2025-07-03 06:00:00,34.2,65.9,115.6,6.35,76.8,101.6,78.4,74.8,68.1,493.5
2025-07-04 06:00:00,33.2,43.7,31.6,6.4,47.2,139.0,26.8,77.5,58.4,463.8
2025-07-05 06:00:00,25.9,75.8,100.6,6.27,72.2,141.5,32.3,152.3,68.5,582.2
2025-07-06 06:00:00,33.5,61.6,3.1,7.44,32.5,62.1,74.3,54.4,33.0,328.4
2025-07-07 06:00:00,20.4,78.0,1.3,7.04,61.0,53.6,24.7,101.0,38.3,307.3
2025-07-08 06:00:00,26.1,61.5,45.2,6.75,63.0,57.5,36.9,166.5,49.2,435.0
2025-07-09 06:00:00,20.5,76.4,77.9,7.15,66.3,95.5,61.8,60.8,59.8,411.5
2025-07-10 06:00:00,32.1,74.4,14.4,6.65,36.3,85.5,65.6,123.9,37.6,432.1
2025-07-11 06:00:00,25.5,70.3,86.7,6.95,53.7,94.3,57.2,40.6,50.1,361.3
2025-07-12 06:00:00,23.4,69.0,96.3,6.16,31.2,122.4,55.2,68.2,49.6,446.3
2025-07-13 06:00:00,31.1,75.2,35.9,6.35,72.5,145.9,80.1,160.7,62.4,659.3
2025-07-14 06:00:00,30.3,84.8,39.1,7.2,46.7,78.2,81.1,99.1,49.8,445.5
2025-07-15 06:00:00,30.4,67.8,23.7,6.06,41.0,133.5,37.3,33.1,48.8,415.7
2025-07-16 06:00:00,22.8,62.1,82.3,6.51,40.2,115.5,65.7,49.9,51.8,434.8
2025-07-17 06:00:00,21.5,58.9,28.7,7.05,37.9,84.1,94.2,77.6,37.7,434.3
2025-07-18 06:00:00,20.3,65.4,109.4,7.37,79.0,98.2,66.7,96.4,65.7,498.9
2025-07-19 06:00:00,22.1,64.4,90.4,6.61,49.0,51.8,39.6,57.8,44.7,281.9
2025-07-20 06:00:00,30.8,68.3,33.0,7.34,36.4,54.9,63.3,96.6,33.8,326.0
2025-07-21 06:00:00,24.0,84.7,111.0,6.51,52.7,77.5,25.1,90.7,56.1,371.4
2025-07-22 06:00:00,30.9,81.1,48.8,7.36,59.7,123.8,20.0,85.0,57.6,465.7
2025-07-23 06:00:00,32.5,51.7,58.3,6.1,55.8,71.5,94.0,92.1,46.2,415.5
2025-07-24 06:00:00,32.5,43.7,67.3,6.91,78.2,68.3,96.7,32.2,55.7,356.0
2025-07-25 06:00:00,27.9,52.7,83.5,6.96,31.0,55.7,55.0,33.1,40.4,263.8
2025-07-26 06:00:00,28.4,47.3,48.3,7.47,57.2,96.4,49.9,30.7,51.2,360.5
2025-07-27 06:00:00,33.7,61.2,34.7,6.24,64.4,77.9,86.3,158.0,55.6,515.2
2025-07-28 06:00:00,29.3,61.0,49.7,6.59,49.2,114.8,72.5,109.8,52.3,518.0
2025-07-29 06:00:00,30.4,58.7,74.6,6.89,38.2,57.0,77.4,40.2,46.2,317.0
2025-07-30 06:00:00,19.0,48.9,80.4,6.26,74.7,77.0,23.0,127.1,54.3,403.6
2025-07-31 06:00:00,34.4,42.1,5.2,7.09,73.2,56.6,26.7,113.2,52.1,364.8
2025-08-01 06:00:00,23.4,66.5,103.2,6.91,59.8,66.0,26.8,168.1,53.9,445.0
2025-08-02 06:00:00,22.3,77.2,7.8,6.17,57.1,62.5,44.5,105.3,37.5,361.3
2025-08-03 06:00:00,22.8,71.8,12.9,6.9,32.9,130.0,72.5,179.0,47.5,634.1
2025-08-04 06:00:00,20.7,77.9,60.9,6.31,40.7,76.7,47.9,87.9,42.1,365.7
2025-08-05 06:00:00,29.0,73.9,35.5,7.33,47.6,73.9,80.3,113.6,41.7,415.1
2025-08-06 06:00:00,22.1,56.3,42.1,6.38,39.1,103.1,77.8,178.4,47.8,568.3
2025-08-07 06:00:00,25.9,53.0,34.7,6.32,50.1,124.8,57.0,88.5,55.0,483.2
2025-08-08 06:00:00,33.5,79.8,1.8,6.37,49.5,109.6,51.0,32.8,48.0,389.5
2025-08-09 06:00:00,24.5,54.4,48.8,6.76,77.2,119.9,81.4,117.7,57.1,532.8
2025-08-10 06:00:00,28.9,76.8,27.3,7.07,61.8,77.7,48.6,124.9,43.8,425.1
2025-08-11 06:00:00,28.9,77.4,18.5,7.47,53.0,88.9,83.8,159.3,45.5,517.2
2025-08-12 06:00:00,25.0,76.8,6.2,7.18,55.0,62.3,47.6,43.5,42.2,276.4
2025-08-13 06:00:00,21.9,59.8,52.3,7.22,57.4,132.9,20.6,56.0,60.6,427.0
2025-08-14 06:00:00,21.3,69.5,17.4,7.22,49.5,81.1,74.0,161.3,38.2,496.7
2025-08-15 06:00:00,25.4,41.9,95.8,6.03,58.9,138.5,41.8,154.2,67.6,600.2
2025-08-16 06:00:00,33.1,69.8,56.8,6.45,67.5,134.3,94.4,148.0,64.7,630.0
2025-08-17 06:00:00,18.6,72.6,24.3,6.32,75.2,71.0,91.3,119.9,50.3,462.0
2025-08-18 06:00:00,22.1,82.5,72.0,7.02,77.9,93.4,32.4,70.7,60.4,414.0
2025-08-19 06:00:00,20.1,56.8,104.5,7.38,51.2,59.7,36.4,146.8,45.3,381.7
2025-08-20 06:00:00,18.8,59.6,35.3,6.33,37.9,132.7,34.7,133.9,51.0,540.6
2025-08-21 06:00:00,24.7,71.3,35.9,6.42,43.8,62.6,50.2,177.8,35.5,420.2
2025-08-22 06:00:00,32.4,59.8,60.6,7.43,57.3,75.8,81.2,55.7,53.2,385.0
2025-08-23 06:00:00,24.4,58.9,19.6,6.13,35.1,50.6,35.4,108.6,32.3,307.1
2025-08-24 06:00:00,34.2,61.1,93.3,6.81,70.6,99.1,51.8,112.3,64.0,466.3
2025-08-25 06:00:00,29.8,43.1,85.4,7.1,38.1,141.9,63.3,176.8,63.9,669.8
2025-08-26 06:00:00,22.7,77.1,109.1,6.88,33.5,73.5,56.3,165.1,49.2,477.4
2025-08-27 06:00:00,28.8,80.0,85.4,6.34,74.4,112.4,75.8,93.3,62.9,527.2
2025-08-28 06:00:00,32.4,61.0,86.0,6.66,56.6,107.9,75.4,61.2,63.2,486.7
2025-08-29 06:00:00,19.7,76.1,84.7,6.16,44.2,57.6,50.7,137.7,38.3,385.5
2025-08-30 06:00:00,19.7,58.8,13.3,7.21,45.0,87.4,36.0,124.4,40.9,413.1
2025-08-31 06:00:00,23.8,76.4,95.1,6.15,56.4,107.2,83.6,75.6,53.6,461.5
2025-09-01 06:00:00,30.6,56.2,119.2,6.45,34.6,71.4,82.4,78.8,53.3,420.8
2025-09-02 06:00:00,25.6,64.5,33.7,7.12,68.5,138.6,56.4,157.2,57.5,614.3
2025-09-03 06:00:00,21.8,78.3,36.8,7.46,32.9,62.6,83.6,90.9,33.7,379.9
2025-09-04 06:00:00,30.5,50.5,102.8,6.92,64.4,93.5,68.7,55.4,60.8,417.6
2025-09-05 06:00:00,23.3,47.9,19.3,7.31,77.3,113.1,83.9,106.6,61.1,521.3
2025-09-06 06:00:00,33.7,52.0,54.8,7.24,48.1,119.6,44.7,163.1,54.1,562.2
2025-09-07 06:00:00,34.7,48.1,56.5,6.69,73.0,101.0,28.4,116.6,65.7,455.6
2025-09-08 06:00:00,32.1,46.5,21.8,6.56,47.4,71.1,88.1,63.8,44.6,370.4
2025-09-09 06:00:00,20.6,68.2,2.8,6.15,43.9,85.6,44.0,173.0,35.9,474.6
2025-09-10 06:00:00,30.5,52.5,107.1,7.1,56.3,109.5,95.0,65.2,58.7,510.8
2025-09-11 06:00:00,27.7,47.3,57.2,7.25,75.8,67.5,69.3,33.1,54.6,320.9
2025-09-12 06:00:00,29.4,82.6,16.9,6.53,37.6,68.9,28.7,41.0,36.8,285.7
2025-09-13 06:00:00,33.2,80.0,87.2,6.24,73.2,142.0,52.5,40.9,69.6,501.5
2025-09-14 06:00:00,19.8,83.3,43.4,7.39,65.4,147.2,46.7,156.6,58.3,592.3
2025-09-15 06:00:00,27.8,58.7,117.0,6.27,61.1,124.3,95.4,174.9,66.9,646.5
2025-09-16 06:00:00,30.7,68.3,70.4,6.85,78.0,120.1,86.2,62.0,63.7,488.4
