Timestamp,Temperature_C,Humidity_%,Rainfall_mm,Soil_pH,Soil_Moisture_%,Nitrogen_mgkg,Phosphorus_mgkg,Potassium_mgkg,Growth_Rate_%,Yield_kg_per_hectare
2025-03-23 06:00:00,31.9,42.8,32.8,6.77,18.9,143.3,148.1,180.6,36.8,1932.0
2025-03-24 06:00:00,26.3,41.9,86.2,6.97,38.9,16.0,32.6,15.1,90.3,4360.5
2025-03-25 06:00:00,31.7,84.8,95.6,7.58,64.0,148.9,52.9,162.8,51.8,2981.8
2025-03-26 06:00:00,18.6,44.3,36.2,8.14,66.4,176.8,46.0,55.3,61.7,3049.3
2025-03-27 06:00:00,19.3,73.8,45.6,6.02,34.5,176.3,125.8,179.6,23.4,3198.8
2025-03-28 06:00:00,34.6,57.3,28.3,7.37,38.5,27.0,106.5,168.4,68.2,1792.5
2025-03-29 06:00:00,32.3,65.8,38.1,6.9,18.6,80.4,51.1,20.2,44.5,1311.3
2025-03-30 06:00:00,22.1,65.0,69.8,5.86,29.6,144.1,93.3,128.0,64.2,1451.0
2025-03-31 06:00:00,25.0,59.3,55.8,6.13,66.8,80.2,32.3,220.9,75.5,2954.2
2025-04-01 06:00:00,35.3,48.5,51.6,6.84,48.5,10.2,84.0,82.1,22.7,2076.1
2025-04-02 06:00:00,27.8,41.8,27.4,6.92,38.9,47.9,100.2,167.1,62.6,4012.5
2025-04-03 06:00:00,34.6,64.9,78.8,6.08,38.9,178.2,66.3,203.5,68.4,4330.1
2025-04-04 06:00:00,21.1,30.7,49.7,6.15,21.9,44.3,37.3,91.8,79.7,3727.4
2025-04-05 06:00:00,40.0,44.9,88.6,5.75,42.4,177.3,59.3,87.5,54.7,1471.7
2025-04-06 06:00:00,37.0,37.8,26.6,6.59,42.1,77.0,134.7,139.7,25.5,4034.2
2025-04-07 06:00:00,17.6,68.0,13.1,7.75,24.9,130.1,120.9,53.6,67.0,1535.1
2025-04-08 06:00:00,24.7,57.9,25.7,7.71,45.1,149.0,56.5,25.0,70.8,1536.9
2025-04-09 06:00:00,34.3,72.9,3.1,5.97,63.3,53.1,77.9,220.0,97.4,761.8
2025-04-10 06:00:00,21.1,63.7,75.7,6.95,18.0,133.6,79.6,10.4,46.7,1725.7
2025-04-11 06:00:00,25.7,74.3,45.6,6.1,62.9,159.6,68.2,215.0,50.1,3499.9
2025-04-12 06:00:00,39.1,77.2,19.2,5.51,50.7,60.5,48.7,239.0,92.8,1245.6
2025-04-13 06:00:00,37.4,39.9,74.5,8.46,11.9,105.2,6.9,223.5,68.9,2794.7
2025-04-14 06:00:00,17.0,76.3,31.8,5.97,23.5,52.9,45.0,64.4,52.8,4477.2
2025-04-15 06:00:00,25.2,76.5,57.1,7.55,16.7,102.7,90.6,140.9,71.8,1143.6
2025-04-16 06:00:00,31.3,66.8,99.6,7.66,35.3,185.7,131.9,70.2,44.7,1597.1
2025-04-17 06:00:00,31.0,66.5,50.3,5.6,11.0,98.8,121.2,104.0,28.8,1041.6
2025-04-18 06:00:00,33.1,34.1,93.7,5.61,23.2,199.1,131.7,32.0,91.1,2523.1
2025-04-19 06:00:00,27.9,44.5,78.0,6.74,48.1,163.9,61.4,36.4,50.1,2257.6
2025-04-20 06:00:00,16.6,51.0,89.4,7.73,36.2,20.3,28.5,109.2,63.5,3650.4
2025-04-21 06:00:00,18.7,85.4,47.5,8.19,18.2,69.9,54.4,134.0,96.8,1407.4
2025-04-22 06:00:00,31.3,75.9,93.3,8.03,10.6,133.7,9.9,186.6,25.1,1432.8
2025-04-23 06:00:00,24.8,58.8,43.1,6.78,44.5,89.2,52.2,19.8,23.8,930.8
2025-04-24 06:00:00,17.6,68.4,95.0,5.74,31.2,75.9,74.5,163.0,81.4,4307.1
2025-04-25 06:00:00,29.1,62.6,59.9,6.47,21.6,43.6,99.0,238.5,22.1,1137.9
2025-04-26 06:00:00,18.7,53.9,25.5,7.11,32.8,29.6,125.5,160.0,26.8,2276.3
2025-04-27 06:00:00,19.7,51.1,66.5,8.25,65.1,68.6,65.3,52.0,37.1,3713.7
2025-04-28 06:00:00,18.7,31.3,47.2,6.28,63.5,115.5,137.8,61.4,33.2,2492.8
2025-04-29 06:00:00,36.0,43.1,67.3,6.69,22.0,153.9,100.5,49.7,53.1,2765.7
2025-04-30 06:00:00,17.4,42.0,14.2,6.27,36.8,177.8,140.6,83.9,70.5,2390.0
2025-05-01 06:00:00,35.6,73.4,32.3,7.4,28.1,23.1,43.9,37.0,56.0,2494.4
2025-05-02 06:00:00,26.5,46.2,43.0,6.24,40.7,121.1,73.0,183.3,55.7,516.1
2025-05-03 06:00:00,25.0,82.2,54.4,7.56,56.6,23.6,100.3,66.3,57.3,2932.2
2025-05-04 06:00:00,34.3,78.7,32.4,7.48,51.0,62.0,131.3,170.4,66.9,3379.5
2025-05-05 06:00:00,23.8,58.6,52.1,6.19,50.3,55.2,58.0,33.9,36.4,4271.6
2025-05-06 06:00:00,39.1,64.6,72.1,7.37,35.5,99.0,117.5,34.2,25.2,4538.0
2025-05-07 06:00:00,23.7,69.7,66.2,6.9,39.5,22.5,14.2,224.2,81.4,4668.7
2025-05-08 06:00:00,29.2,56.5,36.5,6.73,32.7,18.2,124.1,35.5,77.5,2271.3
2025-05-09 06:00:00,17.9,47.5,1.4,6.96,63.0,62.7,25.6,155.0,69.3,3249.9
2025-05-10 06:00:00,29.3,73.5,14.5,6.47,62.4,188.8,92.8,135.2,99.3,1991.6
2025-05-11 06:00:00,29.8,47.0,40.9,5.95,42.1,47.9,81.7,41.1,47.9,4656.6
2025-05-12 06:00:00,23.1,71.0,14.2,6.0,69.4,141.3,128.0,63.6,52.8,2710.3
2025-05-13 06:00:00,32.0,54.5,51.0,8.31,18.0,87.1,112.7,192.2,77.9,1045.9
2025-05-14 06:00:00,32.9,76.8,76.1,6.31,51.1,45.5,124.5,139.5,50.3,3439.1
2025-05-15 06:00:00,24.7,37.7,89.2,6.7,31.6,199.9,67.0,240.2,98.6,3629.8
2025-05-16 06:00:00,37.4,35.5,8.6,6.56,65.1,170.6,121.8,147.3,40.3,3336.1
2025-05-17 06:00:00,36.2,37.7,10.5,5.98,19.6,40.5,109.1,186.8,53.0,4361.4
2025-05-18 06:00:00,22.0,55.9,42.0,8.07,27.6,114.9,27.3,93.8,34.0,3668.8
2025-05-19 06:00:00,35.2,68.0,48.7,8.49,44.2,195.9,18.5,164.5,97.6,1161.9
2025-05-20 06:00:00,30.6,88.3,17.3,5.51,51.4,62.5,100.7,80.8,63.9,2739.5
2025-05-21 06:00:00,27.5,68.8,34.6,8.18,13.1,95.9,76.5,83.9,44.8,1115.1
2025-05-22 06:00:00,38.8,86.8,58.4,8.27,34.5,26.1,27.9,161.3,59.8,3829.3
2025-05-23 06:00:00,23.0,42.2,89.6,6.68,45.9,37.9,92.6,45.5,70.8,3588.3
2025-05-24 06:00:00,19.1,65.5,26.2,5.87,22.2,50.0,132.1,167.7,47.7,3511.8
2025-05-25 06:00:00,19.4,89.8,96.1,6.89,29.3,124.5,59.3,137.9,87.7,3825.4
2025-05-26 06:00:00,26.7,63.4,58.3,7.37,18.3,52.0,79.4,81.5,97.6,2744.2
2025-05-27 06:00:00,24.3,50.3,4.6,7.51,47.4,108.4,30.8,49.1,31.5,1222.8
2025-05-28 06:00:00,27.9,55.1,1.8,7.09,27.6,91.8,142.4,202.0,74.1,2615.6
2025-05-29 06:00:00,30.2,85.8,91.3,7.77,19.8,56.1,5.6,238.8,68.4,1553.0
2025-05-30 06:00:00,18.9,72.9,90.9,6.99,52.7,91.0,123.0,192.7,60.5,3671.3
2025-05-31 06:00:00,23.2,41.8,79.0,8.42,46.3,192.3,51.3,152.9,32.0,3639.2
2025-06-01 06:00:00,23.0,70.7,80.6,7.3,62.5,39.2,125.8,69.0,99.5,3903.2
2025-06-02 06:00:00,17.6,61.0,60.7,6.51,23.1,136.6,58.9,226.2,22.6,781.6
2025-06-03 06:00:00,39.8,70.0,94.6,7.39,54.8,109.6,66.8,149.3,62.8,4569.3
2025-06-04 06:00:00,24.2,68.3,15.6,8.42,65.8,51.8,118.4,104.9,66.6,3125.3
2025-06-05 06:00:00,34.6,72.3,39.0,5.7,49.9,113.0,90.0,220.5,67.3,3025.5
2025-06-06 06:00:00,18.5,52.6,95.5,5.95,54.1,89.8,126.5,21.1,21.5,4035.9
2025-06-07 06:00:00,21.2,60.2,94.5,6.9,67.2,163.8,20.9,83.0,54.1,661.7
2025-06-08 06:00:00,31.6,82.0,64.0,5.71,13.6,134.3,95.9,81.0,27.4,4302.6
